folder_path,image_id,class,purpose
SmokeSet3/images,000139.png,smoke,train
SmokeSet3/images,000140.png,smoke,train
SmokeSet3/images,000141.png,smoke,train
SmokeSet3/images,000142.png,smoke,train
SmokeSet3/images,000143.png,smoke,val
SmokeSet3/images,000144.png,smoke,train
SmokeSet3/images,000145.png,smoke,train
SmokeSet3/images,000146.png,smoke,val
SmokeSet3/images,000147.png,smoke,val
SmokeSet3/images,000148.png,smoke,train
SmokeSet3/images,000149.png,smoke,train
SmokeSet3/images,000150.png,smoke,train
SmokeSet3/images,000151.png,smoke,train
SmokeSet3/images,000152.png,smoke,val
SmokeSet3/images,000153.png,smoke,train
SmokeSet3/images,000154.png,smoke,train
SmokeSet3/images,000155.png,smoke,train
SmokeSet3/images,000156.png,smoke,train
SmokeSet3/images,000157.png,smoke,val
SmokeSet3/images,000158.png,smoke,train
SmokeSet3/images,000159.png,smoke,train
SmokeSet3/images,000160.png,smoke,train
SmokeSet3/images,000161.png,smoke,train
SmokeSet3/images,000162.png,smoke,train
SmokeSet3/images,000163.png,smoke,train
SmokeSet3/images,000164.png,smoke,val
SmokeSet3/images,000165.png,smoke,train
SmokeSet3/images,000166.png,smoke,train
SmokeSet3/images,000167.png,smoke,train
SmokeSet3/images,000168.png,smoke,train
SmokeSet3/images,000169.png,smoke,train
SmokeSet3/images,000170.png,smoke,val
SmokeSet3/images,000171.png,smoke,train
SmokeSet3/images,000172.png,smoke,train
SmokeSet3/images,000173.png,smoke,train
SmokeSet3/images,000174.png,smoke,train
SmokeSet3/images,000175.png,smoke,train
SmokeSet3/images,000176.png,smoke,train
SmokeSet3/images,000177.png,smoke,val
SmokeSet3/images,000178.png,smoke,train
SmokeSet3/images,000179.png,smoke,val
SmokeSet3/images,000180.png,smoke,train
SmokeSet3/images,000181.png,smoke,val
SmokeSet3/images,000182.png,smoke,train
SmokeSet3/images,000183.png,smoke,train
SmokeSet3/images,000184.png,smoke,train
SmokeSet3/images,000185.png,smoke,val
SmokeSet3/images,000186.png,smoke,train
SmokeSet3/images,000187.png,smoke,val
SmokeSet3/images,000188.png,smoke,train
SmokeSet3/images,000189.png,smoke,train
SmokeSet3/images,000190.png,smoke,val
SmokeSet3/images,000191.png,smoke,train
SmokeSet3/images,000192.png,smoke,train
SmokeSet3/images,000193.png,smoke,train
SmokeSet3/images,000194.png,smoke,train
SmokeSet3/images,000195.png,smoke,train
SmokeSet3/images,000196.png,smoke,val
SmokeSet3/images,000197.png,smoke,train
SmokeSet3/images,000198.png,smoke,val
SmokeSet3/images,000199.png,smoke,train
SmokeSet3/images,000200.png,smoke,train
SmokeSet3/images,000201.png,smoke,train
SmokeSet3/images,000202.png,smoke,train
SmokeSet3/images,000203.png,smoke,val
SmokeSet3/images,000204.png,smoke,train
SmokeSet3/images,000205.png,smoke,train
SmokeSet3/images,000206.png,smoke,train
SmokeSet3/images,000207.png,smoke,val
SmokeSet3/images,000208.png,smoke,train
SmokeSet3/images,000209.png,smoke,train
SmokeSet3/images,000210.png,smoke,train
SmokeSet3/images,000211.png,smoke,train
SmokeSet3/images,000212.png,smoke,train
SmokeSet3/images,000213.png,smoke,train
SmokeSet3/images,000214.png,smoke,train
SmokeSet3/images,000215.png,smoke,train
SmokeSet3/images,000216.png,smoke,train
SmokeSet3/images,000217.png,smoke,train
SmokeSet3/images,000218.png,smoke,train
SmokeSet3/images,000219.png,smoke,train
SmokeSet3/images,000220.png,smoke,train
SmokeSet3/images,000221.png,smoke,train
SmokeSet3/images,000222.png,smoke,train
SmokeSet3/images,000223.png,smoke,train
SmokeSet3/images,000224.png,smoke,val
SmokeSet3/images,000225.png,smoke,train
SmokeSet3/images,000226.png,smoke,train
SmokeSet3/images,000227.png,smoke,train
SmokeSet3/images,000228.png,smoke,train
SmokeSet3/images,000229.png,smoke,val
SmokeSet3/images,000230.png,smoke,train
SmokeSet3/images,000231.png,smoke,train
SmokeSet3/images,000232.png,smoke,train
SmokeSet3/images,000233.png,smoke,train
SmokeSet3/images,000234.png,smoke,train
SmokeSet3/images,000235.png,smoke,train
SmokeSet3/images,000236.png,smoke,train
SmokeSet3/images,000237.png,smoke,train
SmokeSet3/images,000238.png,smoke,train
SmokeSet3/images,000239.png,smoke,train
SmokeSet3/images,000240.png,smoke,train
SmokeSet3/images,000241.png,smoke,train
SmokeSet3/images,000242.png,smoke,train
SmokeSet3/images,000243.png,smoke,train
SmokeSet3/images,000244.png,smoke,val
SmokeSet3/images,000245.png,smoke,train
SmokeSet3/images,000246.png,smoke,train
SmokeSet3/images,000247.png,smoke,train
SmokeSet3/images,000248.png,smoke,train
SmokeSet3/images,000249.png,smoke,train
SmokeSet3/images,000250.png,smoke,val
SmokeSet3/images,000251.png,smoke,val
SmokeSet3/images,000252.png,smoke,train
SmokeSet3/images,000253.png,smoke,train
SmokeSet3/images,000254.png,smoke,train
SmokeSet3/images,000255.png,smoke,train
SmokeSet3/images,000256.png,smoke,train
SmokeSet3/images,000257.png,smoke,train
SmokeSet3/images,000258.png,smoke,train
SmokeSet3/images,000259.png,smoke,train
SmokeSet3/images,000260.png,smoke,train
SmokeSet3/images,000261.png,smoke,train
SmokeSet3/images,000262.png,smoke,train
SmokeSet3/images,000263.png,smoke,train
SmokeSet3/images,000264.png,smoke,train
SmokeSet3/images,000265.png,smoke,val
SmokeSet3/images,000266.png,smoke,val
SmokeSet3/images,000267.png,smoke,train
SmokeSet3/images,000268.png,smoke,train
SmokeSet3/images,000269.png,smoke,train
SmokeSet3/images,000270.png,smoke,train
SmokeSet3/images,000271.png,smoke,train
SmokeSet3/images,000272.png,smoke,train
SmokeSet3/images,000273.png,smoke,train
SmokeSet3/images,000274.png,smoke,train
SmokeSet3/images,000275.png,smoke,train
SmokeSet3/images,000276.png,smoke,val
SmokeSet3/images,000277.png,smoke,train
SmokeSet3/images,000278.png,smoke,train
SmokeSet3/images,000279.png,smoke,train
SmokeSet3/images,000280.png,smoke,val
SmokeSet3/images,000281.png,smoke,train
SmokeSet3/images,000282.png,smoke,train
SmokeSet3/images,000283.png,smoke,train
SmokeSet3/images,000284.png,smoke,train
SmokeSet3/images,000285.png,smoke,train
SmokeSet3/images,000286.png,smoke,val
SmokeSet3/images,000287.png,smoke,train
SmokeSet3/images,000288.png,smoke,train
SmokeSet3/images,000289.png,smoke,train
SmokeSet3/images,000290.png,smoke,train
SmokeSet3/images,000291.png,smoke,train
SmokeSet3/images,000292.png,smoke,train
SmokeSet3/images,000293.png,smoke,train
SmokeSet3/images,000294.png,smoke,val
SmokeSet3/images,000295.png,smoke,train
SmokeSet3/images,000296.png,smoke,train
SmokeSet3/images,000297.png,smoke,train
SmokeSet3/images,000298.png,smoke,train
SmokeSet3/images,000299.png,smoke,val
SmokeSet3/images,000300.png,smoke,train
SmokeSet3/images,000301.png,smoke,train
SmokeSet3/images,000302.png,smoke,val
SmokeSet3/images,000303.png,smoke,train
SmokeSet3/images,000304.png,smoke,train
SmokeSet3/images,000305.png,smoke,train
SmokeSet3/images,000306.png,smoke,train
SmokeSet3/images,000307.png,smoke,train
SmokeSet3/images,000308.png,smoke,val
SmokeSet3/images,000309.png,smoke,train
SmokeSet3/images,000310.png,smoke,train
SmokeSet3/images,000311.png,smoke,val
SmokeSet3/images,000312.png,smoke,train
SmokeSet3/images,000313.png,smoke,train
SmokeSet3/images,000314.png,smoke,train
SmokeSet3/images,000315.png,smoke,train
SmokeSet3/images,000316.png,smoke,val
SmokeSet3/images,000317.png,smoke,train
SmokeSet3/images,000318.png,smoke,train
SmokeSet3/images,000319.png,smoke,train
SmokeSet3/images,000320.png,smoke,train
SmokeSet3/images,000321.png,smoke,train
SmokeSet3/images,000322.png,smoke,train
SmokeSet3/images,000323.png,smoke,train
SmokeSet3/images,000324.png,smoke,train
SmokeSet3/images,000325.png,smoke,train
SmokeSet3/images,000326.png,smoke,val
SmokeSet3/images,000327.png,smoke,train
SmokeSet3/images,000328.png,smoke,train
SmokeSet3/images,000329.png,smoke,train
SmokeSet3/images,000330.png,smoke,train
SmokeSet3/images,000331.png,smoke,val
SmokeSet3/images,000332.png,smoke,train
SmokeSet3/images,000333.png,smoke,train
SmokeSet3/images,000334.png,smoke,val
SmokeSet3/images,000335.png,smoke,train
SmokeSet3/images,000336.png,smoke,train
SmokeSet3/images,000337.png,smoke,train
SmokeSet3/images,000338.png,smoke,train
SmokeSet3/images,000339.png,smoke,train
SmokeSet3/images,000340.png,smoke,train
SmokeSet3/images,000341.png,smoke,train
SmokeSet3/images,000342.png,smoke,train
SmokeSet3/images,000343.png,smoke,train
SmokeSet3/images,000344.png,smoke,train
SmokeSet3/images,000345.png,smoke,train
SmokeSet3/images,000346.png,smoke,val
SmokeSet3/images,000347.png,smoke,train
SmokeSet3/images,000348.png,smoke,train
SmokeSet3/images,000349.png,smoke,train
SmokeSet3/images,000350.png,smoke,train
SmokeSet3/images,000351.png,smoke,train
SmokeSet3/images,000352.png,smoke,train
SmokeSet3/images,000353.png,smoke,train
SmokeSet3/images,000354.png,smoke,train
SmokeSet3/images,000355.png,smoke,val
SmokeSet3/images,000356.png,smoke,val
SmokeSet3/images,000357.png,smoke,train
SmokeSet3/images,000358.png,smoke,train
SmokeSet3/images,000359.png,smoke,train
SmokeSet3/images,000360.png,smoke,train
SmokeSet3/images,000361.png,smoke,train
SmokeSet3/images,000362.png,smoke,val
SmokeSet3/images,000363.png,smoke,train
SmokeSet3/images,000364.png,smoke,train
SmokeSet3/images,000365.png,smoke,train
SmokeSet3/images,000366.png,smoke,val
SmokeSet3/images,000367.png,smoke,train
SmokeSet3/images,000368.png,smoke,train
SmokeSet3/images,000369.png,smoke,train
SmokeSet3/images,000370.png,smoke,train
SmokeSet3/images,000371.png,smoke,val
SmokeSet3/images,000372.png,smoke,train
SmokeSet3/images,000373.png,smoke,train
SmokeSet3/images,000374.png,smoke,train
SmokeSet3/images,000375.png,smoke,train
SmokeSet3/images,000376.png,smoke,train
SmokeSet3/images,000377.png,smoke,train
SmokeSet3/images,000378.png,smoke,train
SmokeSet3/images,000379.png,smoke,val
SmokeSet3/images,000380.png,smoke,train
SmokeSet3/images,000381.png,smoke,val
SmokeSet3/images,000382.png,smoke,train
SmokeSet3/images,000383.png,smoke,train
SmokeSet3/images,000384.png,smoke,train
SmokeSet3/images,000385.png,smoke,train
SmokeSet3/images,000386.png,smoke,train
SmokeSet3/images,000387.png,smoke,train
SmokeSet3/images,000388.png,smoke,val
SmokeSet3/images,000389.png,smoke,train
SmokeSet3/images,000390.png,smoke,val
SmokeSet3/images,000391.png,smoke,train
SmokeSet3/images,000392.png,smoke,val
SmokeSet3/images,000393.png,smoke,train
SmokeSet3/images,000394.png,smoke,train
SmokeSet3/images,000395.png,smoke,train
SmokeSet3/images,000396.png,smoke,train
SmokeSet3/images,000397.png,smoke,val
SmokeSet3/images,000398.png,smoke,train
SmokeSet3/images,000399.png,smoke,train
SmokeSet3/images,000400.png,smoke,val
SmokeSet3/images,000401.png,smoke,train
SmokeSet3/images,000402.png,smoke,val
SmokeSet3/images,000403.png,smoke,train
SmokeSet3/images,000404.png,smoke,train
SmokeSet3/images,000405.png,smoke,val
SmokeSet3/images,000406.png,smoke,train
SmokeSet3/images,000407.png,smoke,train
SmokeSet3/images,000408.png,smoke,train
SmokeSet3/images,000409.png,smoke,train
SmokeSet3/images,000410.png,smoke,train
SmokeSet3/images,000411.png,smoke,train
SmokeSet3/images,000412.png,smoke,train
SmokeSet3/images,000413.png,smoke,train
SmokeSet3/images,000414.png,smoke,train
SmokeSet3/images,000415.png,smoke,val
SmokeSet3/images,000416.png,smoke,train
SmokeSet3/images,000417.png,smoke,val
SmokeSet3/images,000418.png,smoke,train
SmokeSet3/images,000419.png,smoke,val
SmokeSet3/images,000420.png,smoke,val
SmokeSet3/images,000421.png,smoke,train
SmokeSet3/images,000422.png,smoke,train
SmokeSet3/images,000423.png,smoke,train
SmokeSet3/images,000424.png,smoke,train
SmokeSet3/images,000425.png,smoke,train
SmokeSet3/images,000426.png,smoke,val
SmokeSet3/images,000427.png,smoke,train
SmokeSet3/images,000428.png,smoke,val
SmokeSet3/images,000429.png,smoke,train
SmokeSet3/images,000430.png,smoke,train
SmokeSet3/images,000431.png,smoke,train
SmokeSet3/images,000432.png,smoke,train
SmokeSet3/images,000433.png,smoke,val
SmokeSet3/images,000434.png,smoke,train
SmokeSet3/images,000435.png,smoke,val
SmokeSet3/images,000436.png,smoke,train
SmokeSet3/images,000437.png,smoke,val
SmokeSet3/images,000438.png,smoke,train
SmokeSet3/images,000439.png,smoke,train
SmokeSet3/images,000440.png,smoke,train
SmokeSet3/images,000441.png,smoke,train
SmokeSet3/images,000442.png,smoke,train
SmokeSet3/images,000443.png,smoke,val
SmokeSet3/images,000444.png,smoke,val
SmokeSet3/images,000445.png,smoke,train
SmokeSet3/images,000446.png,smoke,train
SmokeSet3/images,000447.png,smoke,train
SmokeSet3/images,000448.png,smoke,train
SmokeSet3/images,000449.png,smoke,train
SmokeSet3/images,000450.png,smoke,train
SmokeSet3/images,000451.png,smoke,train
SmokeSet3/images,000452.png,smoke,train
SmokeSet3/images,000453.png,smoke,train
SmokeSet3/images,000454.png,smoke,train
SmokeSet3/images,000455.png,smoke,val
SmokeSet3/images,000456.png,smoke,val
SmokeSet3/images,000457.png,smoke,val
SmokeSet3/images,000458.png,smoke,train
SmokeSet3/images,000459.png,smoke,train
SmokeSet3/images,000460.png,smoke,val
SmokeSet3/images,000461.png,smoke,train
SmokeSet3/images,000462.png,smoke,train
SmokeSet3/images,000463.png,smoke,train
SmokeSet3/images,000464.png,smoke,train
SmokeSet3/images,000465.png,smoke,train
SmokeSet3/images,000466.png,smoke,train
SmokeSet3/images,000467.png,smoke,train
SmokeSet3/images,000468.png,smoke,train
SmokeSet3/images,000469.png,smoke,train
SmokeSet3/images,000470.png,smoke,val
SmokeSet3/images,000471.png,smoke,train
SmokeSet3/images,000472.png,smoke,train
SmokeSet3/images,000473.png,smoke,train
SmokeSet3/images,000474.png,smoke,train
SmokeSet3/images,000475.png,smoke,train
SmokeSet3/images,000476.png,smoke,train
SmokeSet3/images,000477.png,smoke,val
SmokeSet3/images,000478.png,smoke,train
SmokeSet3/images,000479.png,smoke,train
SmokeSet3/images,000480.png,smoke,train
SmokeSet3/images,000481.png,smoke,train
SmokeSet3/images,000482.png,smoke,val
SmokeSet3/images,000483.png,smoke,val
SmokeSet3/images,000484.png,smoke,train
SmokeSet3/images,000485.png,smoke,train
SmokeSet3/images,000486.png,smoke,train
SmokeSet3/images,000487.png,smoke,val
SmokeSet3/images,000488.png,smoke,train
SmokeSet3/images,000489.png,smoke,val
SmokeSet3/images,000490.png,smoke,train
SmokeSet3/images,000491.png,smoke,train
SmokeSet3/images,000492.png,smoke,train
SmokeSet3/images,000493.png,smoke,val
SmokeSet3/images,000494.png,smoke,val
SmokeSet3/images,000495.png,smoke,train
SmokeSet3/images,000496.png,smoke,val
SmokeSet3/images,000497.png,smoke,train
SmokeSet3/images,000498.png,smoke,train
SmokeSet3/images,000499.png,smoke,train
SmokeSet3/images,000500.png,smoke,train
SmokeSet3/images,000501.png,smoke,train
SmokeSet3/images,000502.png,smoke,train
SmokeSet3/images,000503.png,smoke,train
SmokeSet3/images,000504.png,smoke,train
SmokeSet3/images,000505.png,smoke,val
SmokeSet3/images,000506.png,smoke,val
SmokeSet3/images,000507.png,smoke,train
SmokeSet3/images,000508.png,smoke,train
SmokeSet3/images,000509.png,smoke,train
SmokeSet3/images,000510.png,smoke,train
SmokeSet3/images,000511.png,smoke,train
SmokeSet3/images,000512.png,smoke,train
SmokeSet3/images,000513.png,smoke,train
SmokeSet3/images,000514.png,smoke,train
SmokeSet3/images,000515.png,smoke,train
SmokeSet3/images,000516.png,smoke,train
SmokeSet3/images,000517.png,smoke,train
SmokeSet3/images,000518.png,smoke,train
SmokeSet3/images,000519.png,smoke,train
SmokeSet3/images,000520.png,smoke,train
SmokeSet3/images,000521.png,smoke,train
SmokeSet3/images,000522.png,smoke,train
SmokeSet3/images,000523.png,smoke,val
SmokeSet3/images,000524.png,smoke,train
SmokeSet3/images,000525.png,smoke,train
SmokeSet3/images,000526.png,smoke,val
SmokeSet3/images,000527.png,smoke,train
SmokeSet3/images,000528.png,smoke,val
SmokeSet3/images,000529.png,smoke,train
SmokeSet3/images,000530.png,smoke,train
SmokeSet3/images,000531.png,smoke,train
SmokeSet3/images,000532.png,smoke,train
SmokeSet3/images,000533.png,smoke,train
SmokeSet3/images,000534.png,smoke,val
SmokeSet3/images,000535.png,smoke,train
SmokeSet3/images,000536.png,smoke,train
SmokeSet3/images,000537.png,smoke,train
SmokeSet3/images,000538.png,smoke,train
SmokeSet3/images,000539.png,smoke,train
SmokeSet3/images,000540.png,smoke,train
SmokeSet3/images,000541.png,smoke,train
SmokeSet3/images,000542.png,smoke,val
SmokeSet3/images,000543.png,smoke,train
SmokeSet3/images,000544.png,smoke,train
SmokeSet3/images,000545.png,smoke,train
SmokeSet3/images,000546.png,smoke,train
SmokeSet3/images,000547.png,smoke,val
SmokeSet3/images,000548.png,smoke,train
SmokeSet3/images,000549.png,smoke,val
SmokeSet3/images,000550.png,smoke,train
SmokeSet3/images,000551.png,smoke,train
SmokeSet3/images,000552.png,smoke,train
SmokeSet3/images,000553.png,smoke,train
SmokeSet3/images,000554.png,smoke,train
SmokeSet3/images,000555.png,smoke,train
SmokeSet3/images,000556.png,smoke,train
SmokeSet3/images,000557.png,smoke,train
SmokeSet3/images,000558.png,smoke,train
SmokeSet3/images,000559.png,smoke,train
SmokeSet3/images,000560.png,smoke,train
SmokeSet3/images,000561.png,smoke,val
SmokeSet3/images,000562.png,smoke,train
SmokeSet3/images,000563.png,smoke,train
SmokeSet3/images,000564.png,smoke,train
SmokeSet3/images,000565.png,smoke,train
SmokeSet3/images,000566.png,smoke,train
SmokeSet3/images,000567.png,smoke,train
SmokeSet3/images,000568.png,smoke,val
SmokeSet3/images,000569.png,smoke,train
SmokeSet3/images,000570.png,smoke,train
SmokeSet3/images,000571.png,smoke,val
SmokeSet3/images,000572.png,smoke,train
SmokeSet3/images,000573.png,smoke,val
SmokeSet3/images,000574.png,smoke,train
SmokeSet3/images,000575.png,smoke,train
SmokeSet3/images,000576.png,smoke,val
SmokeSet3/images,000577.png,smoke,train
SmokeSet3/images,000578.png,smoke,train
SmokeSet3/images,000579.png,smoke,train
SmokeSet3/images,000580.png,smoke,train
SmokeSet3/images,000581.png,smoke,val
SmokeSet3/images,000582.png,smoke,train
SmokeSet3/images,000583.png,smoke,train
SmokeSet3/images,000584.png,smoke,train
SmokeSet3/images,000585.png,smoke,train
SmokeSet3/images,000586.png,smoke,train
SmokeSet3/images,000587.png,smoke,train
SmokeSet3/images,000588.png,smoke,train
SmokeSet3/images,000589.png,smoke,val
SmokeSet3/images,000590.png,smoke,train
SmokeSet3/images,000591.png,smoke,train
SmokeSet3/images,000592.png,smoke,train
SmokeSet3/images,000593.png,smoke,val
SmokeSet3/images,000594.png,smoke,train
SmokeSet3/images,000595.png,smoke,train
SmokeSet3/images,000596.png,smoke,train
SmokeSet3/images,000597.png,smoke,train
SmokeSet3/images,000598.png,smoke,train
SmokeSet3/images,000599.png,smoke,train
SmokeSet3/images,000600.png,smoke,train
SmokeSet3/images,000601.png,smoke,train
SmokeSet3/images,000602.png,smoke,train
SmokeSet3/images,000603.png,smoke,train
SmokeSet3/images,000604.png,smoke,train
SmokeSet3/images,000605.png,smoke,train
SmokeSet3/images,000606.png,smoke,train
SmokeSet3/images,000607.png,smoke,train
SmokeSet3/images,000608.png,smoke,train
SmokeSet3/images,000609.png,smoke,train
SmokeSet3/images,000610.png,smoke,val
SmokeSet3/images,000611.png,smoke,train
SmokeSet3/images,000612.png,smoke,val
SmokeSet3/images,000613.png,smoke,train
SmokeSet3/images,000614.png,smoke,train
SmokeSet3/images,000615.png,smoke,train
SmokeSet3/images,000616.png,smoke,train
SmokeSet3/images,000617.png,smoke,train
SmokeSet3/images,000618.png,smoke,train
SmokeSet3/images,000619.png,smoke,train
SmokeSet3/images,000620.png,smoke,val
SmokeSet3/images,000621.png,smoke,train
SmokeSet3/images,000622.png,smoke,val
SmokeSet3/images,000623.png,smoke,train
SmokeSet3/images,000624.png,smoke,train
SmokeSet3/images,000625.png,smoke,train
SmokeSet3/images,000626.png,smoke,train
SmokeSet3/images,000627.png,smoke,train
SmokeSet3/images,000628.png,smoke,train
SmokeSet3/images,000629.png,smoke,train
SmokeSet3/images,000630.png,smoke,train
SmokeSet3/images,000631.png,smoke,train
SmokeSet3/images,000632.png,smoke,train
SmokeSet3/images,000633.png,smoke,train
SmokeSet3/images,000634.png,smoke,train
SmokeSet3/images,000635.png,smoke,train
SmokeSet3/images,000636.png,smoke,train
SmokeSet3/images,000637.png,smoke,val
SmokeSet3/images,000638.png,smoke,val
SmokeSet3/images,000639.png,smoke,train
SmokeSet3/images,000640.png,smoke,train
SmokeSet3/images,000641.png,smoke,train
SmokeSet3/images,000642.png,smoke,train
SmokeSet3/images,000643.png,smoke,train
SmokeSet3/images,000644.png,smoke,train
SmokeSet3/images,000645.png,smoke,train
SmokeSet3/images,000646.png,smoke,val
SmokeSet3/images,000647.png,smoke,train
SmokeSet3/images,000648.png,smoke,train
SmokeSet3/images,000649.png,smoke,train
SmokeSet3/images,000650.png,smoke,train
SmokeSet3/images,000651.png,smoke,val
SmokeSet3/images,000652.png,smoke,train
SmokeSet3/images,000653.png,smoke,train
SmokeSet3/images,000654.png,smoke,train
SmokeSet3/images,000655.png,smoke,train
SmokeSet3/images,000656.png,smoke,train
SmokeSet3/images,000657.png,smoke,train
SmokeSet3/images,000658.png,smoke,train
SmokeSet3/images,000659.png,smoke,val
SmokeSet3/images,000660.png,smoke,train
SmokeSet3/images,000661.png,smoke,train
SmokeSet3/images,000662.png,smoke,train
SmokeSet3/images,000663.png,smoke,train
SmokeSet3/images,000664.png,smoke,val
SmokeSet3/images,000665.png,smoke,train
